sentiment	text
0	"Ever since I started visiting this site, and voting for movies, I have never given any movie a rating of 1. Even the disturbing ""Dance! Workout with Barbie"" got a 2. There is a reason for this.<br /><br />Any time I find myself watching what I think is a really bad movie, I have to stop and ask myself the following question: ""Is this movie really as bad as the horrific soul-sucking beast that is 'Theodore Rex'?"" And I've never been able to answer ""yes"".<br /><br />I would give anything within reason to know what crackhead said ""Hey! Let's remake 'Blade Runner' with Barney in the Harrison Ford Role!"" and decided it was a good idea to actually spend the time and money to commit it to film. Furthermore, I want to know what the hell kind of market they were going to sell this towards if it hadn't gone strait to video. This is that rare monster: a movie that is way too violent for kids and way too insanely stupid for adults. I'd ask ""what were they THINKING?"" but in this case, it might actually be redundant.<br /><br />Anyhow, all you need to know is that you should only expose yourself to this monstrosity if you're one of the five or six rabid fans of ""Howard the Duck"", or if you are curious to see the most Evil Insane movie of all time, or you want to REALLY punish yourself."
1	I happened to watch this movie by chance some days ago while flipping channels. My expectations were not very high but it was an interesting movie.In 'A Guy Thing', Jason Lee plays Paul, a straight-laced, Seattle-based fellow who is about to marry his fiancée Karen (Selma Blair) and settle down to an unchallenging life of middle-class domesticity. We first meet Paul at his bachelor party, where he professes no desire to engage in any of the normal bachelor party type activities his (surprisingly few) buddies encourage, in case he's a bit naughty and gets into hot bother with his soon to be trouble and strife. Of course, the next thing Paul knows, it's the morning after the night before, he's in bed with a naked hula dancer, and his mother-in-law phones to inform him that Karen is on her way over. Oh, and the hula dancer is Karen's cousin Becky (Julia Stiles).<br /><br />From this small acorn of potential trouble grows a mighty oak of frenetic misfortune, as Paul scrabbles from misadventure to misadventure, trying to cover up what he's done whilst keeping up the appearance of being a dutiful, family-oriented good guy, who's super-excited about his forthcoming nuptials. His efforts to ensure Karen remains none the wiser about any potential wrong-doing on his part ironically forces Paul closer and closer to the fun-loving Becky, forcing him to question whether he really wants the life that seems to have been mapped out for him. The movie contains the right mix of comedy and romance. Definitely worth a watch.
0	The film is almost laughable with Debbie Reynolds and Shelley Winters teaming up as the mothers of convicted murderers. With the horrible notoriety after the trial, the two women team up and leave N.Y. for California in order to open and song and dance studio for Shirley Temple-like girls.<br /><br />From the beginning, it becomes apparent that Reynolds has made a mistake in taking Winters with her to California. Winters plays a deeply religious woman who increasingly seems to be going off her rocker. <br /><br />To make matters worse, the women who live together, are receiving menacing phone calls. Reynolds, who puts on a blond wig, is soon romanced by the wealthy father of one of her students, nicely played by Dennis Weaver.<br /><br />Agnes Moorehead, in one of her last films, briefly is seen as Sister Alma, who Winters is a faithful listener of.<br /><br />The film really belongs to Shelley Winters. She is heavy here and heaviness seemed to make her acting even better. Winters always did well in roles testing her nerves.<br /><br />The ending is of the macabre and who can forget Winters at the piano banging away with that totally insane look?
0	"Not only was this the most expensive Canadian film ever shot in BC, but easily the worst, never seeing the light of day. The director is not even Canadian, but British, and boy does it show. We are all made out to be a bunch of over-sexed dope fiends and morons. The spirit of what it means to be Canadian is absent, and this is supposed to be the reason we fund this bunk. Of course the British character is normal. The rest are a crop of sitcom stereotype - can you say ""Norm!!""? The cinematography ranges from pretty postcard images to murky indoor silhouettes. The actors always seem to be fidgetting. Are they as bored as the viewer, or is this the directors idea of cinema? Avoid this mess and check out some of Bruce Mcdonalds films. A true Canadian boy with something original to say cinematically. You won't be compelled to walk out on HIS films after 10 minutes."
0	Lulu (Louise Brooks) works as a typist and is missing something in her life. She enters a Miss France contest against the wishes of her boyfriend Andre (Georges Charlia) and she wins. She sets off for the Miss Europe title leaving her boyfriend behind. She wins again but returns home to Andre because he has asked her to. Once back together, her life becomes mundane again so one night she writes a note to him and leaves to experience the fame that is waiting for her as Miss Europe. Andre follows her.....<br /><br />This film is a silent film with a piano music-track all the way through. It is also sped-up so everything seems fast. Limited dialogue has been added on afterwards and it is very phony. The cast are alright bearing in mind that it is a silent film. The best part of the film comes at the end but the story goes on a little too long. After watching this, I'm not really sure what the big deal was over the looks of Louise Brooks - she has a terrible haircut that makes her face look fat. I don't need to watch it again.
1	This is the kind of picture John Lassiter would be making today, if it weren't for advances in CGI. And that's just to say that he'd be forgotten, too, if technology hadn't made things sexy and kewl since 1983. _Twice..._ has got the same wit, imagination, and sense of real excitement that you'd find in a Pixar flick, only executed under the restrictions of the medium c. 1983. Innovative animation techniques combine with a great script and excellent voicing to produce a movie that appeals on lots of levels. It should be spoken of in the same breath with _Spiritited Away_ and _Toy Story_.
0	"As said before, the visual effects are stunning. They're breathtaking. I personally use Blender and graphics like that are not easy AT ALL. But that's all this movie is. Not only is the plot confusing, but the overall conflict is not clear. For example, in the first scene, Proog and Emo are trying to run away from who knows what. The conflict seems to be between man and nature here. Later, when they enter the room of the bottomless pit, Proog explains that ""one step out of place and (you're dead)"". Here, there's a more precise conflict between the careless man and nature. As the movie progresses, it's clear that a conflict exists between man and nature. But suddenly, a conflict exists between man and man when Proog, out of nowhere, murders Emo. Proog immediately changes from being a caring guardian looking after a lost child to being a ""sick man"". He betrays us. Not only is this depressing, but we don't care because the conflict between the character's thoughts and actions is not developed. It's not a story about someone, through struggle, emerging stronger. It's depressing and has not point because there's no great truth about the human soul or about the world brought to light like a great drama does. In my opinion, the movie is severely underdeveloped in all aspects. However, the graphics are stunning, but a movie is so much more than mere eye candy. There's no truth, no struggle and a bad surprise ending. In conclusion, an underdeveloped movie without a point. ...but the graphics are good."
1	"While watching this movie I was frustrated and distracted and by the end, I wanted to give the movie a solid 4 or 5. I thought the animation was random and all over the place and there was too much going on. Even my A.D.D couldn't keep up. It felt like a slight acid trip. Everything looked flat, there was no dimension to anything. There were so many shapes, lines and patterns. I really wanted to stop the movie mid-way and smash my burned copy of this movie. But after I finish watching it, I went online to read up on the movie and I should have done a little research into this movie before watching.<br /><br />The Secret of Kells is loosely based on the true story about the original Book of Kells. A small boy, Brendan, is given the task of penning new pages in what is set to be the greatest book ever written. This book will contain information that will help ""change darkness into light."" Brendan lives in the village of Kells behind huge stone walls. Taking place in the 8th century, Brendan's uncle, the Abbot of Kells, is trying to build the wall to keep the Vikings out. Brendan's uncle insist he help complete the wall, but a traveler and keeper of ""the book"" secretly trains Brendan to hone in on his illustration skills, and convinces him to complete ""the book"" and carry out it's word.<br /><br />The entire time I watched the movie I thought I was missing something because I didn't really understand what was going on. I figured I was just missing a piece of Irish history. A simple Google search taught me all I needed to know about the original Book of Kells. After reading many articles, my opinion of the movie greatly changed.<br /><br />The Book of Kells is a copied version of the first few books of the New Testament transcribed into Latin by Gaelic monks in Ireland in the 8th century. Along with it's paleographic and insular script, the book is also beautifully illustrated in insular art, a type of early art form know for it's intricacy, complexity, and miniature illustrations. Much of the art in the Book of Kells is depicted as lots of art was at the time, flat and dimensionality challenged with no perspective. But what makes the Book of Kells stand out from other early pieces of art is it's use of many colors.<br /><br />The Secret of Kells is very colorful. I originally thought the animation was flat and boring. It reminded me a lot of the cartoon Samurai Jack which also had a flat and ""amine"" look to it. Once I learned about the art styles of the Book of Kells, it's obvious that many of the styles from the book are mimicked in the movie. There are lines and swirls and various shapes that inhabit Brendan's mind. Whenever he goes into his imagination, circular shapes resembling the sun, cogs, clocks and wheels begin filling the screen. The edges of the screen become framed in decorated moving triangles or circles. Transitions are filled with color, and Celtic knots. From the trees to the floors, many things in this world are covered in shapes or patterns.<br /><br />Clocking in at 70 minutes minus credits, The Secret of Kells is a fun little history lesson with a little adventure and silliness thrown in to keep people (maybe just children) interested. I think one has to generally be open-mined to The Secret of Kells as half art piece, half movie about history. Despite looking like it was animated with Adobe illustrator, It's a very nice looking movie. But based on the 20 films submitted for Oscar consideration, I don't think it was worth being nominated over Mary and Max.<br /><br />ThatWasJunk.Blogspot.com"
0	I must admit I burst out laughing when I saw one reviewer compare this to LOTR. Well yes, if you exclude the dwarfs, the cast of thousands, the great special effects, the big battles, the strong characterization, the decent plot, the good acting, the classy direction and everything else. Which leaves you with the walking. And boy, does this film do walking! If Mr Piano had his way, this would probably be an uninterrupted three hours of hardcore walking through the Wisconsin countryside, but every 40 minutes or so these pesky Martians pop up for a few seconds to interrupt him before he goes for another bit of a ramble. You've never seen so much walking in a movie. If this really had a $20m budget, most of it must have gone on Mr Piano's shoes, because he had to get through plenty of pairs with all the walking he does. Which explains why there's no money left for decent effects, a decent video camera or proper actors. Honestly, it's like watching some bizarre fetish video for people with a thing about going for long walks in period costumes. Even on fast-forward, this is a looonnnggg walk.<br /><br />As for the sci-fi stuff, I think it was a mistake to put Martians in the film: they only get in the way of the walking, which is clearly much more interesting to the director than the story.<br /><br />I wonder how much Mr Piano charges to walk dogs?
1	This is a really funny film, especially the second, third and fourth time you watch it. It's a pretty short film, and i definitely recommend watching it more than once, you will 'get it' more the second time.<br /><br />It's like spinal tap but the rap version. It has a lot of attitude in it which can be a negative thing in rap influenced films, but it's just a total p**s take and isn't a problem because of the irony it creates.<br /><br />Plenty of stand-out bits, one of those types of films which you will find yourself quoting lines with your mates, and it WILL raise laughter.<br /><br />My personal favourite part is the 'guerrillas in the midst' section. Great video, superb!
0	"Jean Claude Van Damme tries to rescue his career by making the sequel of Universal Soldier. But, did that movie saved him? I think he goes to hell, after he dies. <br /><br />In the first minute, we see the inside of a facility, where you can see the bad guy of the film. Scary, huh? But not as scary as the acting (details are following). <br /><br />Then, we see Van Damme with a black girl (do not remember the name....well it doesn't matter anyway), trying to escape from some muscle-men. Of course they are the new Universal-Soldiers. More muscels, less brain (just like the movie). After a while, Van Damme fights Goldberg but then the ""mission"" gets aborted. It was just a test (Is this movie a test for our nerves?). It turns out that Van Damme works for the government on the new Universal Soldier project (Who has seen the first movie may think that this is the most unlogical thing, that yould Van Dammes character could do). But it is a sequel. And a ""story"" has to come up. Ah, I forgot. He has a daughter. Very important for the ""story"".<br /><br />Well, after about 20 minutes, a super computer hears a conversation about shutting it down and quitting he project. Of course the cube gets angry and activates all soldiers to kill everyone. Van Damme escapes from the facility BUT the computer sends some soldiers hunting him (It wants Van Damme as a soldier - because he is the best (really?)). And guess what, Goldberg is one of the hunters, who was always a silly sentence for the audience before he gets asskicked. Funny? Yes, just like the rest of the film. <br /><br />After some ""story"", Van Damme tries to rescue his daughter (of his wife - the reporter in the first movie). It comes to a final show down where Van Damme fights the Bad Guy and you can see the most expensive scene of the whole movie (please see for yourself. It is just too funny to tell).<br /><br />You'll see that this movie is a waste of time.<br /><br />So do not watch it. But if you do, keep a sixpack with you!"
1	"A hilarious Neil Simon comedy that evokes laughs from beginning to end. The late Walter Matthau is the grouchy ex-comedian who is persuaded to join together with his ex-partner (the late Oscar-winner George Burns) for a final reunion show on stage.<br /><br />Benjamin Martin is Matthau's agent and nephew, and the two have just as much chemistry as Matthau and Burns. I love Matthau's grumpy character--he's just the same as he always is, and yet also very different.<br /><br />Burns, as the absent-minded old man, is just as funny as Matthau.<br /><br />Matthau: Want some crackers? I've got coconut, pineapple and graham.<br /><br />Burns: How about a plain cracker?<br /><br />Matthau: I don't got plain. I got coconut, pineapple and graham.<br /><br />Burns: Okay<br /><br />Matthau: They're in the cupboard in the kitchen.<br /><br />Burns: Maybe later.<br /><br />Or how about this:<br /><br />Matthau: When I did black, the whites knew what I was saying!<br /><br />You've got to see it in the movie to understand it!<br /><br />All in all, a refreshingly hilarious, sweet, heartfelt, warm, belivable character comedy with a heart and some of the most memorable quotes of all time. <br /><br />They just don't make them like this anymore! In a time when all the newest comedies are crude, juvenile and stupid, this leans back towards the tender core of what comedy really is--funny characters, smart and funny dialogue, and grand entertainment.<br /><br />One of the best buddy comedies of all time, right up there with ""Planes, Trains and Automobiles,"" ""Lethal Weapon,"" and ""The Hard Way.""<br /><br />You may have a hard time finding this for rent or on TV, but trust me, it will be worth your time!<br /><br />4.5/5 stars.<br /><br />- John Ulmer"
0	"This entry is certainly interesting for series fans (like myself), but yet it is mostly incomprehensible. The plot is confusing, as is the sequel continuity. Some striking effects, to be sure, but we never find out what it all really means.<br /><br />Try to see the ""NC-17"" workprint version which contains the gore that was cut to be re-rated ""R""."
1	"Whether it's a good movie or not, films of this kind has to be made, i think. It remembers me of ""I love Huckabees"", a overwhelmingly puzzling movie with Isabelle Huppert being sodomized by a young American in a mud pond, in a merry sadistic-masochist way (??!!!!). I hope the director will go on stepping across the border, as though i felt the choices Vincenzo Natali made, were not always subtle (some of the scenes were unhappily kind of ""tarte-à-la-crème"", like a childish slapstick), speaking about script and cinematography The color of ""Cube"" was black, ""Nothing"" is white, more cheerful, surprisingly, than the former films of Natali."
0	"I have walked out of very few movies before they end, but I couldn't finish this piece of garbage. This was the biggest load of racism trying to pass as legitimate film since ""Birth of a Nation"". The characters were little more than cardboard cutouts. I don't see how any actor would want their name associated with this film. Lee must have better things to do that put out garbage like this. I know that I and anyone with a brain have better things to do.... like watching paint dry. I wish that someone would make a film about interracial relationships that dealt with the topic realistically. There is a lot more depth to this subject the shallow ranting of a bitter director like Lee."
0	":::SPOILER ALERT:::<br /><br />Soooo, Arnie's really a good guy, but after an incident with some fighting in a helicopter and some disobeying of orders, he's sent to jail (or rather some sort of work camp). He escapes, but after a short while he's caught once again. This time ends up in a freakish reality show in which he's supposed to run for a while from a bunch of tough guys with different themes, and eventually die. But we all know Arnie, and we all know that he's tougher than even the toughest of tough guys.<br /><br />I really wanted to like this movie, being an Arnie-fan and all. However, ""The Running Man"" contains too many flaws that really annoy the crap out of me. E.g. The reconstruction of Arnie's fight inside the helicopter, where the shocked audience is showed a short summary of the incident, complete with 5-10 different camera angles. This means that the military helicopter in which Arnie flew was equipped with almost 10 cameras filming the crew members, one of which _inside_ the eye of one of the crew members Arnie beats.<br /><br />There are other flaws also, and the plot, which in theory seems to be very interesting and innovative, works for a while, then it sort of creates a pool of stupidness and unrealism in which it drowns.<br /><br />The acting can't really be said to be anything better than sub par, with Arnie in the leading role, doing an average Arnie performance. The rest of the cast get by without being especially good or bad.<br /><br />The special effects are OK, without being impressive.<br /><br />RATING: 3/10"
1	"I began watching a replay of this TV movie on a Sunday afternoon, thinking it was just another dumb airplane disaster flick. I was wrong.<br /><br />""Pandora's Clock"" is an intelligent political thriller that is far beyond the quality of most TV movies. It could just as easily have made its debut on the big screen.<br /><br />The cast is excellent, including veteran actors Richard Dean Anderson, Edward Herrmann, Robert Guillaume, and Robert Loggia. Daphne Zuniga turns in one of her best performances as a medical specialist working for the CIA, and Frasier's Jane Leeves is also very good. <br /><br />The dialogue is well-written and the story is compelling throughout. In fact, the final hour is so filled with plot twists and suspense that you can't leave your seat for a second. If you get a chance to see this movie, invest the time -- nearly four hours. You will be richly rewarded!"
1	"This was the first ""Walking Tall"" movie I saw, I think in a $2 movie theater along Hollywood Blvd. , so I didn't have any reference to the first installment done by Joe Don Baker. I remember being shocked at the corrupted system of McNairy County and the brutality of the ""redneck gangs"". I was also amazed at the fact that one man decided he's not going to let it slide, and went out to do something about it. Courageous ? I thought so - to a point where it sent shivers up my spine.<br /><br />I think this movie is a great story about American courage to stand up and do something about a system that's only serving its own interest. I was pretty blown away about it, and think this is still one of the best movie of the hero/anti-hero genre, which one might laugh but includes recent movies like the ""The Punisher"", but even more so because it's a true story. The recent remake starring the ""Rock"" just doesn't do any justice to the real fire in the story of Buford Pusser.<br /><br />A ""classic"" that I'm sure will resurface again in the future."
1	"Thre isn't a single Scorsese movie I'd place on a list of my favorite movies. But this is the best thing I've run through my DVD player in about five years. Scorsese's patient elucidation of favorite film moments, and how Hollywood works is incredibly gracious, calm and intelligent. <br /><br />It's 3 DVD-sides worth of material. It would have to be a British production, since everything about American corporate culture would have trampled the quiet, methodical, no frills, put-the-focus-on-the-content approach that is taken here. And an American production would have demanded he say he liked only movies that were popular favorites. I wish everyone took a page from his love of movies. You should love the movies you do for personal, idiosyncratic and specific reasons. Not just more ""Me-too"" votes for The Godfather, etc.. People have no clue what ideas are being explored in their favorite movies. If they did, movies would be more interesting than they are. Scorsese DOES know what ideas are being explored, and that makes him a compelling, involved speaker on the topic. I really appreciate his articulate, generous interviews over the last decade.<br /><br />On a negative note, Scorsese is best when he's excited to show you some obscure movie, rather than when he's didactically teaching you something well-established about film history. And I do wish he pluck those three hairs out of the bridge of his nose. It's very distracting."
1	"Why a stupid, boring, crappy overrated film series like ""Star Wars"" gets all the hype, and a truly amazing film like this one goes completely un-noticed.. is beyond me... This movie will really open your eyes to the dark, disturbing, sad, and scary world we live in...<br /><br />Unlike the boring ""Elephant"", this movie isn't one of those ""just a typical day until someome pulls the trigger"" movies.. this movie focuses more on what happens AFTER the event...<br /><br />Deana, played by the very hot and very talented Erika Christensen, is a happy and healthy straight-A student with great friends and a great life... until... she is injured on the day of the shooting, by being shot in the head.. Luckily she is not killed, but is severely injured and has to be in the hospital for a while, causing her to be in a lot of emotional pain, in addition to the physical...<br /><br />Meanwhile, Alicia, played by the also very gorgeous and talented Busy Phillips, is a nasty, cold-hearted, rebellious, anti-social goth girl who doesn't have a single positive trait on her... and she is unharmed when the shooting happens.. because it turns out, she was FRIENDS with the shooter and knew he was going to do what he did... which causes her to be brought into the police station and be asked some questions.. When she refuses to tell the cops if she knew the shooting was going to happen, they constantly come by her house to try to convince her to say something... and she still doesn't, so the principal of the school makes her attend a funeral of one of the dead students, and after she walks out on that... the principal decides enough is enough, and forces her to go visit Deana in the hospital.. Of course she refuses this too, but the principal says that if Alicia doesn't do this, the cops are going to continue to try to get her to say something.. and so she actually goes to see her...<br /><br />The lonely, traumatized, and both physically and emotionally wounded Deana is more than happy to have someone visit her, but of course, Alicia is anything BUT happy to be seeing her.. Deana attempts to give her a friendly welcome, but of course, Alicia responds with nothing but harsh and hurtful comments and a harsh statement on how she is only here because she is being forced, and has no intention of being friendly with her at all. But sooner or later, that intention will change... (and that's all I'll say :) This is truly one of the most moving movies ever, as well as one of the most dark and disturbing.. Actually, I think I would tie this with ""American History X"" as equally disturbing and moving at the same time...<br /><br />WARNING: Watch this movie at your own risk!! It contains VERY graphic scenes and images! EXCELLENT and criminally under-appreciated movie! I feel so ashamed that I'm pretty much the only one that knows about it!"
1	"A winters day, 28th December 1986, two bored 14 year olds hire a movie. ""Hmmmm, Police Story, looks interesting"", ""who is this Jackie Chan?"", ""never heard of him"". Two hours later after watching the film, in a daze, we wanted to know more. 16 years later (and severely out of pocket from collecting JC movies!) the film still grabs me like no other. Ok, maybe I have a soft spot for it as it was my ""first"" (Cannonball Run doesn't count!!) JC movie, but it is an excellent movie. It has all the classic JC elements, Action, Humour, Action, Heart and ACTION! Some comments say it's dated, it was made in 1985, of course it's dated! But then so must Jaws, Casablanca, Singin' in the Rain and The Godfather!!!!!! Without movies like Police Story where would Hollywood action be today? PS set standards, many a scene has been stolen for use in other movies. To really fully appreciate it you must see it in widescreen, you miss so much of the movie otherwise (yes, he really does fall off the bus going round the corner!). If you haven't already, SEE THIS MOVIE NOW!!!!<br /><br />"
1	"I gotta be straight-up - I haven't seen a film as solid as DOG BITE DOG in quite a while. I'm a big fan of the ""old-school"" late 80s to mid 90s era CATIII films, and I had been hearing that that ""style"" of films is making a bit of a come-back with films such as this, and Herman Yau's GONG TAU (which as of this writing I have not yet seen...), so I was very interested to give some of these newer-wave CATIII films a shot. Did this film live up to my expectations? Absolutely - but not quite in the fashion that I imagined.<br /><br />The story follows a young, animalistic, resourceful and virtually unstoppable Thai hit-man with a somewhat vague history who comes to Hong Kong to complete a ""mission"". Due to some bad-luck, he is quickly identified by a roguish copy (who exudes many of the same qualities as our hit-man), and is quickly apprehended and captured. This state of affairs doesn't last long though, as the un-named assassin escapes from his captors and quickly shows the local police that he is not to be taken lightly. The hunt is on, and a cat-and-mouse game between the police and the ""mad dog"" (as the police refer to him) ensues. Along the way, Mad Dog is inadvertently befriended by a slow-witted young woman, and a bond forms between the two when she helps him out of a sticky situation. The ante keeps getting upped as Mad Dog's only objective is to get out of Hong Kong and back to Thailand by any means necessary, and the cops keep trying to reel him in alive...<br /><br />I could probably write ten paragraphs about this complex and thoroughly layered film, but I don't want to give too much away. I watched DOG BITE DOG knowing nothing about the premise, and I think it's the type of film that is definitely better appreciated that way. As to comparisons to the older-style CATIII films...there are some similarities. DOG BITE DOG has some hyper-violent moments reminiscent of the ""good ol' days"", but is never quite as sleazy or grimy as old-school classicks like THE UNTOLD STORY or RED TO KILL. Where many of the older CATIII films' main intention was to ""shock"" - DOG BITE DOG is a far more thought-out and well-rounded production (though that's not to take ANYTHING away from those CATIII films that I hold so dear...). This film is far more ""emotional"" than it is exploitative, and as we learn more about the characters and their backgrounds, the audience begins to bond and identify with both sides. There really are no clear-cut ""good"" and ""bad"" guys, as Mad Dog shows moments of extreme compassion, and the cops stoop to extremely unorthodox methods to try to flesh out the killer. There's also no nudity/sex in this film, which is a typical characteristic of the older CATIII films. Personally, I would compare DOG BITE DOG more to Park's SYMPATHY FOR MR. VENGEANCE or perhaps the Pang brother's BANGKOK DANGEROUS, as both of those films mixed extremely emotional overtones with strong and unflinching action and violence. Again - there's pretty much nothing that I didn't like about this film. The acting is dead-on, the cinematography is sharp and well done, and the whole film skillfully blends several different elements successfully in a way that isn't seen very often. Is this film (and others like it...) the ""rebirth"" of the CATIII film - not exactly - but it IS a very solid film that's absolutely worth checking out...9/10"
0	In A Woman Under the Influence Mabel goes crazy, but I can see why she does go crazy. If I lived the kind of life she lived with the family she has I would go crazy too. Everyone in her family is off their rocker and not completely with it. She is constantly surrounded by people yelling at her and telling her what is best for herself and people that aren't the sharpest knifes in the drawer.<br /><br />To start with the one person closest to her in her life, her husband, Nick, is a little off his rocker. He is always yelling at her when he is home telling her how to live her life and to stop acting like an imbecile. The rest of the time he is working long hours at his job and he isn't there to support her when she needs support. The one person in her life that should always be there for her is never there and if he is, he is just making her feel worse. She relies on him for support and always goes to him first when she feels she is acting wrong and he does nothing to support her. When she comes home from the hospital all he does is tell her how to act, instead of comforting her, he just yells at her and tells her what to do.<br /><br />The other major people in her life are her parents. Her parents do nothing in her life for her. Mabel basically runs their lives because they are afraid to stand up to her and stand up for her. In the end she even asks her father to stand up for her and he doesn't understand, and when he does get it he still does nothing. They do nothing to help Mabel recover or to keep her from going crazy because they do nothing for her period. The only person that tries to do something for her is Nick's mom. Nick's mom is adamant about having Mabel committed. She doesn't want to have Nick deal with it so she has the doctor commit her. It seems as though everyone is against Mabel and they feel that having her committed is a good idea because then they won't have to deal with it anymore. They all want to live their own lives and do nothing for Mabel except for yell at her and make her feel like she is doing something wrong when she really isn't. That is why she went crazy, and why she had to be committed, it was her family's entire fault.
1	"And that's why historic/biographic movies are so important to all of us, moreover when they are so well done, like this one!<br /><br />Before I saw ""The Young Victoria"", I knew a few things about Queen Victoria, but in the end I got much more knowledge about it. <br /><br />Emily Blunt is simply GREAT as Victoria (Who would guess that!) and She probably will get a nomination at this years Oscar's. Personally, I'm cheering for her...<br /><br />For technical issues, I am pleased to say that is a very successful production, with wonderful Art Direction/Set Decoration and, of course, like It was expected to be, a terrific periodic Costume Design! <br /><br />The one drawback is that I want to see more and know more about this interesting queen, but foremost, incredible woman and mother! <br /><br />BRAVO: 9 out of 10!"
0	"""While traveling in the mountains, a man is attached by a mysterious creature that promptly departs, leaving no trace of its presence. Unbeknownst to the man, he has been attacked by a werewolf and now he's inherited the curse associated with such creatures. Now our hero must race against time to rid himself of this dreadful affliction before the next full moon,"" according to the DVD sleeve's synopsis.<br /><br />Horrifically re-produced from the original Spanish, ""The Fury of the Wolf Man"" loses whatever charms it may have possessed in its original form. Lycanthropic Paul Naschy's werewolf characterization is uneven and ineffectual. Dominatrix scientist Perla Cristal and sexy assistant Verónica Luján never get close enough to truly titillate. The often incoherent storyline isn't even ghoulishly amusing."
0	This movie had some andrenaline kickers, but it's an old story that simply could never happen. Navy protocols could never break down that much that a crew much less an XO could ever go that far against the Captain. I'll take Dr. Strangelove any day if I wish to see this plot. Sidenote--the US Navy did not support this film.
0	"Filmfour are going to have to do a lot better than this little snot of a film if they're going to get the right sort of reputation for themselves.<br /><br />This film is set in Glasgow (although only a couple of secondary characters have anything approaching a Scottish accent). The premise, about people who's lives are going nowhere, who all meet up in the same cafe in the early hours of the morning as they have night jobs, COULD have made for a really funny, insightful, quirky, cultish film. Instead we have a group of self-obsessed saddos and a plot which has been so done to bits I'm suprised it hasn't been banned. X and Y are friends. X is sleeping with Z. Y sleeps with Z as well. Oh you figure it out.<br /><br />A total waste of time. Painful dialogue - it sounded like something that a group of 16 year olds would have written for a GCSE drama project. The female character was completely superfluous - just written in as a token female in the hope that women would be cajoled into seeing it.<br /><br />If you're the sort of thicko lad who laughs at beer adverts and can usually be found wandering round in packs shouting on Saturday nights in nondescript town centres then you will love this film and find it ""a right laff"". Everyone else, run, don't walk away from this sorry little misfit.<br /><br />And one question, when the group left the ""boring"" seaside town (Saltcoats incidentally although they changed the name on the film), to go back to Glasgow, WHY did they do it via the Forton motorway services at LANCASTER which is in England?"
1	"The charm of Otto Preminger's grandiose, visionary film noir is that it has ambiguous intentions, betraying the gloomy essence of the central character, who is still vexed by living in the shadow of his criminal father. Dana Andrews' driven, vindictive cop is shown as an outsider, irrational and destructive, who maybe can change because he might've found a good woman to look after him. The troubled man reclaims himself with his own tangled impression of rectitude. The distressing mood permanently circuited into the latter half of the story by screenwriter Ben Hecht reverberates in Andrews' tense performance as Preminger saturates the film in a relevantly prosaic substance of style. We don't just see and hear the city at night; we feel it because Preminger lets us see and hear even the most peripheral and distant factors of it.<br /><br />Dana Andrews furnishes a complex character unfolded through his streaks of violence and the hatred that always infests him. As the plot develops, he is secretly entangled in situational snares, yet he is renewed by the outward acts that can be seen in the vintage noir protagonist's visceral facial expressions before he executes them.<br /><br />This reflection of a specific phase in the development of the genre is an engrossing, feral and shady film noir that is set in the double-dealing climate of the underworld, where the hero is so estranged that he is always swelling with rage, and even though he loses his rational resistance, occupational principle, and ethical limits, he's still a good cop. Preminger just winks at telling a social-conscience drama about a corrupted community within the sprawling cityscape, rather keeping the thriller riding on Andrews' shoulders as an existential journey of personal ramifications about a man with an Oedipal fixation who is becoming disconnected though with the ever-shrinking influences of the law on his side and an undying perception of right and wrong.<br /><br />The production companies in the early 1950s pussed out on the social-problem picture, and rather made ""low-budget, low-risk thrillers"" such as this, apparently in an attempt to evade the conniptions of conservative critics and social busybodies. But there is an expressionistic matter-of-factness to Preminger's inimitable approach. He injects each scene with a sense of everyday drama as a backdrop for the plot. Each supporting character must pull their own weight by doing something interesting, but none of them are cartoons or depressing comic reliefs. To him, every character thinks they're the star, as per the straight-from-the-shoulder self-assertion of Karl Malden as a missionary police inspector and a veteran waitress at a lunch counter. It is those who are the stars---Andrews and Gene Tierney, both anguished by their futile attempts to subdue their emotional intensity---who don't want to be."
0	I went to see this movie simply to see what all the hype is about, and I was as disappointed as surprised about how it got 6(?) Oscars and 7.9 rating on IMDb as of today.<br /><br />Kathryn Bigelow should be the luckiest director ever to win the best picture and best direction Oscar for this sort of a really really bad movie and I wonder why? Did the totally unrealistic 'cowboy' bomb disposal-man storyline mean anything to somebody that I failed see? Why did I keep getting the mental image that this movie was a remake of some old bad Western movie about a cowboy doing 'brave deeds' in the Wild Wild West infected with 'evil' Red Indians; but just that it was set in a different background this time? Was it given the Oscars because the director being ex of James Cameron, and made it a nice underdog (gossipy) story for day time TV shows to munch on? Or was it some sort of Emperor's Clothes syndrome - where most people realized it was junk but just couldn't say so because others didn't seem to be saying it out aloud?<br /><br />And finally what was with that sniper scene where they showed the shell casing dropping in high-resolution-super-slow-mo as if to convey a 'deep message' or something? Something in the lines of 'EOD guys make good snipers all of a sudden and they will get the filthy terrorists all the time'? Was it just me who felt like there were so many bits and pieces here and there in the movie squeezed in for no apparent reason? And you can get the Oscars for editing and directing for that??<br /><br />If you haven't seen this yet, don't waste your money on tickets. Wait till they run it on TV in a few years. You are not going to miss much.
