ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal; revol_util ;total_pymnt;loan_status
23554;12000; 60 months;9.62%;252.73;4 years;RENT;39996;other;Weight Loss Surgery;TX;0;2424; 0.067 ;15163.54167;Fully Paid
23555;3000; 36 months;8.88%;95.24;< 1 year;RENT;67500;debt_consolidation;Debt Consolidation Loan;IL;0;1960; 0.097 ;3403.803995;Fully Paid
23556;4000; 36 months;6.91%;123.35;4 years;MORTGAGE;36000;debt_consolidation;Debt consolidation for lou;CA;0;3495; 0.343 ;4297.415168;Fully Paid
23558;9000; 36 months;14.46%;309.62;3 years;RENT;62004;debt_consolidation;pay off;NY;0;14985; 0.880 ;11143.51;Charged Off
23559;2500; 60 months;9.62%;52.66;10+ years;MORTGAGE;60000;debt_consolidation;jamies loan;CT;0;25204; 0.600 ;2688.394486;Fully Paid
23560;14000; 36 months;6.17%;265.35;2 years;MORTGAGE;100000;major_purchase;Stuff;IL;0;1596; 0.035 ;9474.369216;Fully Paid
23561;16500; 60 months;12.23%;368.96;< 1 year;MORTGAGE;70000;home_improvement;Final Home Improvement Loan;MA;0;30455; 0.558 ;21102.76457;Fully Paid
23562;10000; 60 months;13.35%;229.33;3 years;RENT;26000;debt_consolidation;Debt Consolidation;CA;0;3131; 0.132 ;13759.49722;Fully Paid
23563;25000; 36 months;14.09%;855.54;5 years;RENT;68000;small_business;CCs;NJ;0;1116; 0.099 ;25320;Fully Paid
23564;5600; 36 months;9.99%;180.67;< 1 year;RENT;47700;major_purchase;The Ticket;NC;0;6930; 0.554 ;6504.601958;Fully Paid
23565;5000; 36 months;6.91%;154.18;< 1 year;RENT;25000;car;robs truck;MD;0;0; -   ;5550.626898;Fully Paid
23566;12000; 36 months;5.79%;241.86;10+ years;OWN;80000;home_improvement;DC Loan;KS;0;11869; 0.475 ;8446.990488;Fully Paid
23567;25000; 36 months;10.36%;810.92;10+ years;RENT;102400;debt_consolidation;Debt Consolidation;HI;0;28038; 0.676 ;29193.34791;Fully Paid
23569;6000; 60 months;15.20%;143.38;1 year;MORTGAGE;48000;debt_consolidation;lower debt;CA;0;11991; 0.506 ;6224.82;Charged Off
23570;10000; 60 months;17.43%;250.85;2 years;RENT;85000;small_business;Consulting Expansion Loan;NV;1;44; 0.147 ;15052.65;Fully Paid
23571;15000; 60 months;12.61%;338.31;< 1 year;RENT;105000;;;;;;;;Fully Paid
23572;9000; 60 months;12.98%;204.69;9 years;RENT;51072;major_purchase;car loan;CA;0;0; -   ;2652.71;Charged Off
23573;10000; 60 months;15.95%;242.92;< 1 year;MORTGAGE;40000;credit_card;Credit Card Loan;GA;0;34333; 0.663 ;1451.68;Charged Off
23574;10000; 36 months;5.79%;195.61;< 1 year;MORTGAGE;80000;debt_consolidation;debt consolidation;PA;0;6952; 0.220 ;7033.078963;Fully Paid
23576;16800; 60 months;15.57%;404.72;10+ years;MORTGAGE;123531.24;debt_consolidation;Calvin23;MD;0;112875; 0.806 ;19021.84;Charged Off
23577;24000; 60 months;10.36%;514.2;3 years;MORTGAGE;185004;other;MLC dental plan;CA;0;4437; 0.083 ;29975.35685;Fully Paid
23579;5200; 60 months;14.83%;123.25;3 years;MORTGAGE;55000;debt_consolidation;My Attorney Fees Loan;OR;1;9982; 0.487 ;2218.5;Charged Off
23582;15000; 60 months;17.80%;379.28;7 years;MORTGAGE;125000;debt_consolidation;Consolidation;MI;0;49677; 0.920 ;17364.8;Charged Off
23583;2500; 36 months;12.61%;83.77;8 years;RENT;76320;other;Loan;MN;1;10048; 0.830 ;2526.65;Fully Paid
23584;6400; 60 months;12.61%;144.35;10+ years;MORTGAGE;59865.6;home_improvement;Home improvement;FL;0;7322; 0.411 ;8418.492618;Fully Paid
23585;15000; 36 months;15.20%;521.46;3 years;MORTGAGE;70000;credit_card;Nathanoah;TX;0;22077; 0.873 ;15844.0969;Fully Paid
23586;5000; 36 months;14.09%;171.11;2 years;OWN;74004;debt_consolidation;personal;PA;0;21206; 0.899 ;5874.028796;Fully Paid
23587;12500; 36 months;12.61%;418.84;3 years;RENT;95000;small_business;Christmas Inventory;AZ;0;5505; 0.744 ;15078.29512;Fully Paid
23588;15000; 36 months;6.17%;279.07;10+ years;RENT;38016;debt_consolidation;Material Debt;CA;0;15237; 0.374 ;9727.718884;Fully Paid
23589;15000; 60 months;9.25%;195.23;< 1 year;MORTGAGE;110000;home_improvement;Master Suite Remodel;MI;0;4163; 0.194 ;11385.60723;Fully Paid
23590;1275; 36 months;6.91%;39.32;n/a;OWN;55000;major_purchase;SUNUS loan;OH;0;925; 0.185 ;1288.63;Fully Paid
23593;16500; 60 months;9.25%;344.52;5 years;MORTGAGE;90189.96;home_improvement;Master Bedroom/Bath Addition;VA;0;12916; 0.227 ;20671.07302;Fully Paid
23595;4800; 36 months;9.99%;154.86;5 years;MORTGAGE;38000;;;;;;;;Fully Paid
23596;3000; 36 months;9.99%;96.79;2 years;MORTGAGE;32900;medical;Midwives;TX;0;1514; 0.189 ;3202.828696;Fully Paid
23597;18000; 36 months;5.79%;356.35;10+ years;MORTGAGE;75000;debt_consolidation;Debt con;VA;0;11475; 0.336 ;12828.41684;Fully Paid
23598;18000; 36 months;6.54%;344.24;6 years;MORTGAGE;94200;debt_consolidation;Alot of Stupid;KS;0;69891; 0.377 ;11670.78629;Fully Paid
23599;8650; 60 months;9.62%;182.18;5 years;RENT;60000;car;2005 chopper loan;CA;0;9030; 0.181 ;8721.26;Fully Paid
23600;11500; 60 months;19.66%;302.51;10+ years;RENT;24756;debt_consolidation;Consolidation loan;CA;0;4300; 0.956 ;7437.5;Charged Off
23601;16000; 36 months;8.88%;400.77;5 years;MORTGAGE;97000;home_improvement;Home Repair;TX;0;3517; 0.119 ;14167.4277;Fully Paid
23602;12000; 36 months;14.46%;412.82;2 years;RENT;30000;debt_consolidation;Debt Consolidation;CO;0;8847; 0.660 ;7663.31;Charged Off
23603;22400; 60 months;10.36%;314.95;10+ years;MORTGAGE;103500;home_improvement;Joe's Loan;AL;0;73432; 0.776 ;15075.99661;Fully Paid
23604;10000; 36 months;10.36%;324.37;2 years;RENT;45000;debt_consolidation;Responsible Debt Consolidation;CT;0;8232; 0.514 ;11619.96843;Fully Paid
23605;16000; 60 months;16.32%;391.82;< 1 year;RENT;62500;debt_consolidation;Lower Interest / Pay off Cars;CA;1;7713; 0.803 ;4171.86;Charged Off
23606;19000; 60 months;16.69%;469.04;9 years;RENT;82000;debt_consolidation;DEBT CONSOLIDATION;NY;1;17483; 0.524 ;22863.13221;Fully Paid
23608;16000; 60 months;9.99%;221.45;3 years;MORTGAGE;36000;credit_card;excalibur;SD;0;15733; 0.552 ;10593.12;Charged Off
23610;18000; 36 months;8.88%;571.4;4 years;RENT;50000;;;;;;;;Fully Paid
23611;5000; 36 months;10.36%;162.19;3 years;RENT;42016;debt_consolidation;Max's Personal Loan;CA;0;3408; 0.448 ;5562.249152;Fully Paid
23612;20000; 36 months;6.17%;369.81;10+ years;MORTGAGE;210000;debt_consolidation;debt consolidation;WI;0;32841; 0.227 ;12890.54059;Fully Paid
23613;3800; 36 months;9.99%;122.6;10+ years;MORTGAGE;48000;car;new car;NM;0;17427; 0.761 ;4413.901162;Fully Paid
23614;1500; 36 months;6.17%;45.75;5 years;MORTGAGE;1900000;credit_card;Credit Card Refinancing;TX;0;17396; 0.596 ;1562.352995;Fully Paid
23615;12000; 36 months;5.79%;228.21;10+ years;MORTGAGE;70000;home_improvement;Reroof;CA;0;15102; 0.330 ;8215.615775;Fully Paid
23616;8800; 60 months;10.36%;166.58;3 years;OWN;48000;medical;Freedom from these medical bills;CA;0;209; 0.095 ;9710.760351;Fully Paid
23617;12000; 60 months;13.72%;277.49;3 years;RENT;75000;debt_consolidation;Paying off debt;NY;0;3443; 0.392 ;14905.67889;Fully Paid
23618;3500; 60 months;15.95%;85.03;5 years;RENT;48000;wedding;wedding;FL;1;1266; 0.243 ;5096.147361;Fully Paid
23619;20000; 60 months;6.54%;39.66;6 years;MORTGAGE;72586.56;debt_consolidation;Lower Interest Rate Personal Loan;AR;0;17372; 0.229 ;2375.6;Fully Paid
23620;10000; 36 months;6.54%;195.51;4 years;RENT;60000;;;;;;;;Fully Paid
23621;8000; 36 months;12.61%;268.06;4 years;RENT;33000;;;;;;;;Fully Paid
23622;16500; 36 months;12.61%;552.86;3 years;MORTGAGE;90000;debt_consolidation;DC#2;RI;0;18842; 0.431 ;18694.6389;Fully Paid
23623;19000; 60 months;12.61%;389.06;4 years;OWN;65004;debt_consolidation;Debt consolodation;AL;0;19951; 0.789 ;22989.96778;Fully Paid
23624;10000; 36 months;6.91%;199.67;1 year;RENT;50000;car;Classic Monte Carlo Car Loan;TX;0;6381; 0.267 ;6777.620171;Fully Paid
23625;10000; 36 months;6.54%;189.38;1 year;RENT;45000;credit_card;Citi Card Refinance;IL;0;12421; 0.762 ;6802.289944;Fully Paid
23626;6425; 36 months;13.72%;218.72;< 1 year;RENT;70000;debt_consolidation;Credit Card Payoff;MD;1;8311; 0.704 ;7574.544841;Fully Paid
23627;10000; 36 months;6.91%;211.23;3 years;RENT;81004;other;Debt Consolidation;CA;0;0; -   ;7551.056701;Fully Paid
23628;15000; 36 months;6.17%;305.76;8 years;MORTGAGE;100000;;;;;;;;Fully Paid
23629;20000; 36 months;15.20%;695.27;3 years;RENT;71167;debt_consolidation;Debt Cons.;CA;0;15337; 0.913 ;1390.54;Charged Off
23631;25000; 36 months;9.99%;625.09;4 years;RENT;60000;debt_consolidation;Debt Consolidation;NJ;0;12818; 0.235 ;21417.18444;Fully Paid
23632;17000; 36 months;5.79%;332.08;10+ years;RENT;80000;credit_card;Bob;CA;0;27810; 0.373 ;11954.92447;Fully Paid
23633;16000; 60 months;10.36%;307.45;6 years;MORTGAGE;65000;debt_consolidation;My Debt Consolidation ;MO;0;3306; 0.213 ;17174.23856;Fully Paid
23635;13000; 36 months;14.46%;447.22;< 1 year;RENT;28800;credit_card;Alan's Credit Card Consolidation;PA;0;12809; 0.781 ;15062.57473;Fully Paid
23638;5000; 36 months;6.91%;154.18;10+ years;RENT;28800;other;materials;PA;0;0; 0.102 ;5532.339636;Fully Paid
23639;19200; 60 months;17.06%;365.19;< 1 year;MORTGAGE;120000;credit_card;Credit cards;KS;0;91920; 0.672 ;7303.8;Charged Off
23640;20000; 60 months;9.99%;302.17;10+ years;MORTGAGE;85000;debt_consolidation;Consolidation;CT;0;14200; 0.312 ;16021.7855;Fully Paid
23641;12000; 36 months;9.62%;385.07;< 1 year;RENT;120000;debt_consolidation;Debt Consolidation;VA;0;28209; 0.722 ;13779.35122;Fully Paid
23642;7000; 36 months;5.79%;212.29;5 years;RENT;41000;debt_consolidation;Credit Card Payoff;IL;0;8100; 0.237 ;7605.988717;Fully Paid
23643;6000; 36 months;6.54%;184.01;1 year;RENT;30000;debt_consolidation;Consolidate Credit Cards;MA;0;6994; 0.267 ;6624.544849;Fully Paid
23644;7000; 36 months;13.35%;237.04;4 years;RENT;47000;vacation;tralvel to ASIA;WA;0;6135; 0.902 ;8306.222555;Fully Paid
23645;3850; 36 months;13.35%;130.38;5 years;MORTGAGE;60000;small_business;Business Loan;DE;1;12955; 0.651 ;4693.892983;Fully Paid
23646;25000; 36 months;9.25%;510.66;2 years;MORTGAGE;250000;credit_card;credit card payoff;FL;0;84762; 0.540 ;8570.07;Charged Off
23647;4000; 36 months;6.54%;122.67;3 years;MORTGAGE;28800;debt_consolidation;Credit Card Consolidation;TX;0;2937; 0.466 ;4192.172628;Fully Paid
23648;24250; 60 months;13.72%;349.75;< 1 year;MORTGAGE;97000;;;;;;;;Charged Off
23649;10000; 36 months;14.09%;342.22;1 year;MORTGAGE;140000;major_purchase;Major Purchase;GA;0;126439; 0.893 ;12147.35161;Fully Paid
23650;4000; 60 months;13.35%;91.74;3 years;RENT;95004;other;Catch up on bills;OR;0;958; 0.958 ;5503.601361;Fully Paid
23651;18000; 36 months;8.88%;546.79;4 years;RENT;90000;debt_consolidation;CC Payoff;CT;0;17505; 0.729 ;19577.55435;Fully Paid
23652;3600; 36 months;6.91%;111.01;5 years;MORTGAGE;117000;vacation;Hawaii Vacation;NC;0;17793; 0.767 ;3996.506598;Fully Paid
23654;3000; 36 months;5.79%;90.99;1 year;RENT;26880;debt_consolidation;debt consolidation loan;CA;0;2171; 0.154 ;3191.031475;Fully Paid
23658;22750; 36 months;6.91%;427.08;1 year;OWN;42000;debt_consolidation;KMS Loan;NJ;0;25388; 0.291 ;15360.76097;Fully Paid
23659;25000; 36 months;17.80%;901.31;10+ years;MORTGAGE;80000;;;;;;;;Charged Off
23660;20000; 36 months;6.54%;371.08;1 year;OWN;158000;debt_consolidation;Credit Card Consolidation;CA;0;30617; 0.447 ;13358.78965;Fully Paid
23661;25000; 60 months;13.35%;506.82;10+ years;RENT;135000;credit_card;CCPayoff;MA;0;4021; 0.659 ;30404.38993;Fully Paid
23662;9600; 60 months;13.72%;221.99;9 years;RENT;60000;major_purchase;personal;WA;0;9080; 0.783 ;12916.16725;Fully Paid
23666;10000; 60 months;12.23%;223.61;4 years;RENT;120000;debt_consolidation;Consolidation;CA;0;25347; 0.362 ;10930.99667;Fully Paid
23667;4200; 36 months;5.42%;126.68;3 years;RENT;21000;debt_consolidation;Debt Consolidation Permanent Elimination;WA;0;3079; 0.095 ;4287.785558;Fully Paid
23668;12000; 36 months;5.79%;363.93;10+ years;MORTGAGE;101004;;;;;;;;Fully Paid
23669;3000; 36 months;10.36%;97.31;10+ years;MORTGAGE;50000;home_improvement;home;OH;0;16225; 0.836 ;3321.746165;Fully Paid
23670;15000; 36 months;6.91%;289.09;10+ years;RENT;38000;debt_consolidation;Andrea's Best Load;CA;0;7142; 0.347 ;10407.34076;Fully Paid
23671;10000; 36 months;12.98%;336.85;5 years;OWN;60000;debt_consolidation;Dept Repair;NV;0;343; 0.031 ;11421.11285;Fully Paid
23673;7000; 36 months;9.25%;223.42;1 year;RENT;90000;house;Home Downpayment;LA;0;13896; 0.494 ;8000.315767;Fully Paid
23674;9000; 36 months;6.91%;191.19;3 years;RENT;80000;debt_consolidation;Credit Card Refinancing;WI;0;1464; 0.311 ;6882.73671;Fully Paid
23675;8000; 60 months;13.72%;184.99;10+ years;MORTGAGE;72000;debt_consolidation;Paying stuff off;NV;0;15528; 0.970 ;11099.1218;Fully Paid
23677;3600; 36 months;6.17%;109.8;< 1 year;RENT;40000;major_purchase;Payback;OH;0;2145; 0.092 ;3953.274183;Fully Paid
23678;7200; 36 months;9.99%;232.29;< 1 year;OWN;42000;debt_consolidation;18k CC Paydown w/ stable income, savings;CA;0;25093; 0.887 ;7821.931098;Fully Paid
23679;1600; 36 months;16.69%;56.8;3 years;RENT;25200;major_purchase;Major Purchase Loan;CA;0;11330; 0.985 ;2044.752935;Fully Paid
23680;10000; 36 months;12.61%;335.07;7 years;OWN;30000;debt_consolidation;Debt Consolidation Loan;FL;1;1536; 0.960 ;6987.38;Charged Off
23681;5700; 60 months;14.46%;134;7 years;RENT;41676;debt_consolidation;Michael's;VA;0;1298; 0.371 ;7206.309117;Fully Paid
23682;20000; 36 months;8.88%;634.88;7 years;MORTGAGE;150000;car;Mba;MA;0;29433; 0.446 ;22843.54703;Fully Paid
23684;3250; 36 months;9.99%;104.86;2 years;RENT;12000;debt_consolidation;Smart Loan;AZ;0;5456; 0.747 ;3736.771822;Fully Paid
23685;20000; 36 months;6.91%;383.14;2 years;MORTGAGE;112976;small_business;50% Loan to Home Purchase Price;GA;0;6393; 0.171 ;13305.03156;Fully Paid
23686;4000; 36 months;10.36%;129.75;< 1 year;RENT;25000;debt_consolidation;Credit Card Consolidation;FL;0;4061; 0.487 ;4526.175121;Fully Paid
23689;18000; 36 months;6.17%;346.93;2 years;MORTGAGE;150000;small_business;Law Firm;NY;0;29763; 0.563 ;12493.11178;Fully Paid
23690;2000; 36 months;12.98%;67.37;2 years;RENT;39000;debt_consolidation;Debt Consolidation Loan;MA;5;0; -   ;2042.953948;Fully Paid
23691;6250; 60 months;9.99%;132.77;6 years;MORTGAGE;36240;debt_consolidation;freedom;MI;0;18825; 0.371 ;7039.533084;Fully Paid
23694;6250; 36 months;9.99%;201.65;3 years;MORTGAGE;55000;credit_card;Refinance;TX;0;15632; 0.593 ;6894.847539;Fully Paid
23695;3000; 36 months;13.72%;102.13;4 years;RENT;43200;debt_consolidation;overcome;NY;1;2366; 0.623 ;3677.033015;Fully Paid
23696;12000; 60 months;16.32%;293.87;2 years;RENT;63000;debt_consolidation;2010 Relief from high interest;TX;0;13737; 0.803 ;6396.03;Charged Off
23697;3500; 36 months;6.91%;107.93;< 1 year;RENT;26000;;;;;;;;Fully Paid
23700;6000; 36 months;5.79%;181.97;10+ years;MORTGAGE;115000;debt_consolidation;Debt Consolidation;NJ;0;76103; 0.592 ;6511.986657;Fully Paid
23702;20700; 36 months;17.43%;742.45;9 years;MORTGAGE;105398;;;;;;;;Fully Paid
23703;10000; 36 months;5.42%;301.6;6 years;MORTGAGE;76000;credit_card;Pay off 29% Credit Card with Your Help.;SD;0;14646; 0.626 ;10856.93586;Fully Paid
23704;20000; 36 months;8.88%;634.88;3 years;MORTGAGE;42000;home_improvement;Home improvement;CA;0;4332; 0.156 ;22856.54677;Fully Paid
23705;12800; 60 months;18.17%;326.23;8 years;RENT;75000;credit_card;JRV Refi High Rate CCs;NY;2;17632; 0.820 ;19510.08;Fully Paid
23707;13000; 36 months;6.91%;323.78;4 years;MORTGAGE;60000;debt_consolidation;Debt Consolidation;OR;0;387; 0.161 ;10678.00234;Fully Paid
23708;6000; 60 months;14.83%;142.21;10+ years;RENT;55000;home_improvement;Home Improvements;KY;0;5489; 0.930 ;8532.135316;Fully Paid
23710;5000; 36 months;9.99%;161.32;10+ years;MORTGAGE;93600;debt_consolidation;Personal Loan;AL;0;9682; 0.654 ;5197.648318;Fully Paid
23711;20000; 36 months;6.91%;465.63;8 years;MORTGAGE;140304;debt_consolidation;Steve - Debt Consolidation;CO;0;31611; 0.439 ;16668.94379;Fully Paid
23712;16000; 60 months;9.62%;235.88;5 years;MORTGAGE;175000;other;Personal Loan 1;LA;0;24530; 0.380 ;13703.93695;Fully Paid
23713;20000; 36 months;6.91%;458.69;3 years;RENT;110496;debt_consolidation;Melanie Debt Consolidation;CO;0;20965; 0.624 ;16482.51508;Fully Paid
23714;4500; 60 months;8.88%;93.16;3 years;MORTGAGE;120000;small_business;jasons41;AK;0;6622; 0.255 ;5078.003671;Fully Paid
23715;6000; 36 months;13.72%;204.26;4 years;RENT;49200;credit_card;AdiÃ³s credit cards!;CA;0;7647; 0.879 ;7351.496357;Fully Paid
23716;4500; 60 months;14.46%;105.79;8 years;OWN;34800;home_improvement;Home Improvements;GA;0;3320; 0.738 ;5288.779453;Fully Paid
23718;25000; 36 months;15.95%;647.32;7 years;RENT;84000;small_business;Expansion Financing;CA;0;330; 0.015 ;20024.44205;Fully Paid
23719;13750; 60 months;14.46%;323.23;10+ years;MORTGAGE;48000;debt_consolidation;Debt Consolidation;NJ;0;14066; 0.925 ;16422.38259;Fully Paid
23722;25000; 60 months;17.43%;408.88;2 years;MORTGAGE;108000;other;Self-Employment Taxes;AR;0;78557; 0.867 ;10863.49;Charged Off
23723;20000; 60 months;19.29%;522.01;8 years;RENT;72396;debt_consolidation;Loan 1;HI;2;9441; 0.530 ;24818.46;Charged Off
23724;10000; 36 months;21.14%;377.47;2 years;MORTGAGE;108000;debt_consolidation;new beginning;GA;0;26864; 0.785 ;1887.35;Charged Off
23726;12000; 36 months;6.91%;259.03;5 years;MORTGAGE;80004;debt_consolidation;Bahamas trip;PA;0;1674; 0.133 ;9324.9454;Fully Paid
23728;12000; 60 months;12.61%;270.65;9 years;MORTGAGE;35000;credit_card;thank goodness loan;IL;0;19142; 0.918 ;16238.76998;Fully Paid
23729;15000; 60 months;6.54%;185.08;8 years;MORTGAGE;77000;home_improvement;home improvement loan;CO;0;2170; 0.140 ;10901.00606;Fully Paid
23731;12000; 36 months;10.36%;389.24;4 years;RENT;42000;small_business;business supplies;GA;0;6835; 0.565 ;2796.63;Charged Off
23732;6500; 36 months;12.61%;217.8;< 1 year;RENT;36000;credit_card;Pay Off;CA;2;6793; 0.831 ;7818.612229;Fully Paid
23733;7775; 36 months;9.62%;249.5;n/a;MORTGAGE;35000;credit_card;Save on Credit;IL;0;12165; 0.775 ;8067.450041;Fully Paid
23735;4800; 36 months;12.61%;160.84;7 years;MORTGAGE;32000;other;car repairs ;FL;0;2134; 0.711 ;5790.057189;Fully Paid
23736;12000; 36 months;5.79%;243.38;10+ years;MORTGAGE;92000;debt_consolidation;LOAN CONSOLIDATION;VA;0;17137; 0.652 ;8744.578047;Fully Paid
23737;10000; 36 months;12.23%;333.25;5 years;MORTGAGE;79380;debt_consolidation;DC;CT;0;36937; 0.877 ;10910.13592;Fully Paid
23738;12000; 60 months;17.06%;298.62;3 years;RENT;21600;other;Wedd;CA;0;1866; 0.359 ;17917.02998;Fully Paid
23740;3500; 36 months;10.36%;113.53;n/a;MORTGAGE;42000;debt_consolidation;kings creek;TX;0;159; 0.614 ;4087.211279;Fully Paid
23742;7000; 36 months;12.23%;233.27;< 1 year;RENT;25000;debt_consolidation;Big Boy;VA;0;1333; 0.833 ;7464.278222;Fully Paid
23743;3000; 36 months;14.46%;103.21;10+ years;MORTGAGE;36576;home_improvement;Christmas2010;OH;0;0; -   ;635.59;Charged Off
23744;12000; 36 months;5.79%;232.01;4 years;MORTGAGE;55000;other;debt consolidation;MI;0;5747; 0.141 ;8352.071263;Fully Paid
23745;3200; 36 months;6.54%;98.14;3 years;RENT;45000;debt_consolidation;Pay off DEBT!!!!;SD;0;7566; 0.601 ;3533.018483;Fully Paid
23746;4000; 60 months;6.91%;79.04;2 years;RENT;35000;debt_consolidation;Debt Consolidation;RI;0;11541; 0.571 ;4661.275681;Fully Paid
23747;12000; 36 months;5.79%;285.08;5 years;MORTGAGE;80400;debt_consolidation;My Loan;VA;0;11686; 0.277 ;10262.79411;Fully Paid
23748;10000; 36 months;10.36%;324.37;5 years;MORTGAGE;49500;debt_consolidation;COL;PA;0;13295; 0.675 ;10334.21366;Fully Paid
23749;3000; 36 months;14.09%;102.67;2 years;RENT;42000;debt_consolidation;payoffearly;NV;0;1660; 0.395 ;1675.44;Charged Off
23750;24000; 60 months;21.14%;651.18;10+ years;RENT;110000;other;Investment;MI;0;4324; 0.901 ;39069.9801;Fully Paid
23751;12000; 60 months;6.91%;154.12;6 years;MORTGAGE;130000;home_improvement;Home Repair Loan;CA;1;9268; 0.579 ;9247.082762;Fully Paid
23753;4000; 36 months;9.99%;129.05;< 1 year;RENT;20000;credit_card;debt pay off;NJ;0;2198; 0.578 ;4646.010811;Fully Paid
23754;11500; 36 months;10.36%;373.02;6 years;RENT;30000;debt_consolidation;Credit Cards Consolidation;OH;0;14088; 0.719 ;13429.22258;Fully Paid
23755;20000; 36 months;6.17%;388.11;10+ years;MORTGAGE;70000;small_business;Pearl Quality;CA;0;12386; 0.291 ;13972.52873;Fully Paid
23756;16750; 60 months;9.62%;295.91;7 years;MORTGAGE;50000;debt_consolidation;Pay off credit cards;PA;0;9721; 0.876 ;17753.89999;Fully Paid
23757;25000; 36 months;15.20%;869.09;4 years;MORTGAGE;61000;small_business;2nd Truck For Commercial Fleet;TX;0;6151; 0.228 ;30491.60854;Fully Paid
23758;13000; 36 months;15.95%;456.73;6 years;OWN;43200;major_purchase;Gas Saver Moto Loan;NY;3;1493; 0.196 ;16443.28343;Fully Paid
23759;4500; 36 months;6.54%;138.01;10+ years;MORTGAGE;39000;medical;Noel's;NC;2;6049; 0.309 ;4968.283581;Fully Paid
23760;12000; 60 months;14.46%;282.09;10+ years;RENT;85000;debt_consolidation;payoff;NC;0;4193; 0.291 ;4894.09;Charged Off
23761;15000; 60 months;19.66%;394.58;3 years;MORTGAGE;71800;car;Freedom;NC;0;0; -   ;23674.39004;Fully Paid
23763;4000; 36 months;9.99%;129.05;6 years;RENT;46000;house;First Home;FL;0;10291; 0.547 ;4273.960731;Fully Paid
23764;9900; 60 months;9.99%;210.3;7 years;OWN;22500;debt_consolidation;Debt;FL;0;8410; 0.472 ;10061.75;Charged Off
23766;6000; 60 months;15.57%;144.55;7 years;RENT;36500;;;;;;;;Fully Paid
23767;9500; 36 months;5.42%;190.01;5 years;MORTGAGE;120000;debt_consolidation;Consolidation Step Loan;IL;0;44765; 0.170 ;6329.25;Fully Paid
23769;4200; 60 months;9.99%;89.22;< 1 year;OWN;20004;other;personal loan;NY;0;810; 0.139 ;5128.02;Charged Off
23770;10000; 36 months;6.54%;210.84;10+ years;OWN;123996;debt_consolidation;Debt Free;NC;0;15588; 0.474 ;5692.68;Charged Off
23771;1500; 36 months;8.88%;47.62;2 years;RENT;14088;other;Marlon's Loan;TX;0;99; 0.247 ;1714.403419;Fully Paid
23772;8000; 36 months;6.17%;165.46;3 years;RENT;46000;car;freedom;CA;0;6772; 0.312 ;5957.17904;Fully Paid
23773;21600; 36 months;6.91%;413.98;10+ years;RENT;83004;debt_consolidation;West Debt Consolidation;GA;0;23745; 0.660 ;14558.3064;Fully Paid
23774;5000; 36 months;6.17%;152.5;< 1 year;RENT;40000;vacation;Pramod's Wedding in India;CA;0;1379; 0.511 ;5490.750979;Fully Paid
23775;11000; 36 months;6.54%;246.11;3 years;MORTGAGE;42000;car;Buy new used car & give son old used car;CA;0;4168; 0.219 ;8823.756756;Fully Paid
23777;10000; 36 months;6.17%;230.27;10+ years;MORTGAGE;87500;debt_consolidation;PayChase;CT;0;25678; 0.612 ;8248.4572;Fully Paid
23778;12000; 60 months;12.61%;270.65;5 years;RENT;45000;debt_consolidation;Paying off high interest loans;WA;0;8749; 0.972 ;7306.69;Charged Off
23779;14400; 60 months;6.17%;178.59;10+ years;MORTGAGE;136000;credit_card;debt consolidatrion;IL;0;9473; 0.187 ;10547.0334;Fully Paid
23781;1750; 36 months;9.99%;56.46;10+ years;MORTGAGE;60000;house;HOME SAE;MA;0;33916; 0.681 ;2032.830952;Fully Paid
23782;10000; 36 months;6.17%;228.75;10+ years;RENT;50004;debt_consolidation;Debt consolidation;TX;0;13424; 0.363 ;7849.876176;Fully Paid
23783;9500; 60 months;9.62%;200.08;10+ years;RENT;108000;credit_card;Retire last VISA;WA;1;0; -   ;11864.17799;Fully Paid
23784;25000; 60 months;14.46%;587.69;4 years;MORTGAGE;99996;debt_consolidation;Debt Consoldation ;NY;0;20615; 0.548 ;35261.01;Fully Paid
23785;12000; 60 months;16.32%;293.87;10+ years;MORTGAGE;48000;debt_consolidation;debt consolidation;AR;0;8278; 0.774 ;14644.93492;Fully Paid
23786;24000; 60 months;9.99%;322.89;4 years;OWN;48000;;;;;;;;Fully Paid
23788;16000; 36 months;14.09%;547.55;5 years;RENT;68000;debt_consolidation;Consolidation Loan Personal one payment;UT;1;1070; 0.110 ;18796.89758;Fully Paid
23789;24000; 60 months;18.91%;621.39;7 years;MORTGAGE;105000;wedding;Wedding Loan;OR;0;27033; 0.764 ;34397.03015;Fully Paid
23790;5000; 36 months;6.17%;152.5;4 years;RENT;80000;moving;Moving;NJ;0;3486; 0.410 ;5482.95105;Fully Paid
23791;7400; 36 months;10.36%;240.03;5 years;RENT;57996;debt_consolidation;CC Consolidation;NY;0;8248; 0.561 ;8641.509133;Fully Paid
23792;10000; 60 months;6.91%;127.45;5 years;MORTGAGE;69240;debt_consolidation;CC Consolidation;OH;0;11089; 0.385 ;7642.730001;Fully Paid
23793;14000; 36 months;14.83%;484.15;10+ years;RENT;50000;credit_card;Credit Card Refinance;TX;0;17013; 0.616 ;17424.98376;Fully Paid
